Fecha,Demanda_kWh_0-7,Demanda_kWh_7-17,Demanda_kWh_17-23,Demanda_kWh_Dia
2022-02-11,30236.267999999996,48717.729,30891.275999999998,109845.273
2022-02-12,29196.354,43944.587999999996,30255.821999999996,103396.764
2022-02-13,27673.521,37923.63,27793.287,93390.438
2022-02-14,28295.775,50227.689,33588.288,112111.752
2022-02-15,30385.541999999998,49400.85,33047.19,112833.582
2022-02-16,30392.307,51106.863,34552.251,116051.421
2022-02-17,31452.123,50054.616,33598.383,115105.122
2022-02-18,32330.688,51895.668,33841.748999999996,118068.105
2022-02-19,31658.46,45534.87,30493.056,107686.386
2022-02-20,27540.174,36112.344,26506.905,90159.423
2022-02-21,27190.8,46962.957,31911.987,106065.74399999999
2022-02-22,30213.885,49697.564999999995,33410.268,113321.718
2022-02-23,29161.988999999998,47877.225,34189.229999999996,111228.444
2022-02-24,31862.892,50320.115999999995,33367.809,115550.817
2022-02-25,31590.629999999997,51043.056,32739.198,115372.88399999999
2022-02-26,29211.752999999997,44139.063,28981.065,102331.881
2022-02-27,25099.227,34488.939,24627.606,84215.772
2022-02-28,24215.697,44355.183,28425.423,96996.303
2022-03-01,26622.813000000002,45818.664,29501.07,101942.54699999999
2022-03-02,27811.47,46127.132999999994,30401.064,104339.667
2022-03-03,28749.504,47182.812,31032.408,106964.724
2022-03-04,28854.341999999997,47354.484,31618.757999999998,107827.584
2022-03-05,28820.363999999998,43737.099,29346.434999999998,101903.898
2022-03-06,24518.547,35144.379,25170.78,84833.70599999999
2022-03-07,26056.700999999997,44973.926999999996,30486.623999999996,101517.252
2022-03-08,28136.109,46399.686,30215.286,104751.081
2022-03-09,28626.711,46730.547,30921.351,106278.609
2022-03-10,29266.862999999998,46750.676999999996,30379.746,106397.286
2022-03-11,28864.992,47409.971999999994,31507.797,107782.761
2022-03-12,29086.857,45533.594999999994,29710.677,104331.129
2022-03-13,25776.110999999997,34287.945,25333.902,85397.958
2022-03-14,26500.004999999997,48018.039,30957.375,105475.419
2022-03-15,28447.839,46973.960999999996,30523.448999999997,105945.249
2022-03-16,29127.218999999997,48333.03599999999,31806.272999999997,109266.52799999999
2022-03-17,29618.424,48684.356999999996,32426.394,110729.175
2022-03-18,28846.476,48909.786,32161.497,109917.75899999999
2022-03-19,28505.543999999998,46220.859,30533.406,105259.809
2022-03-20,27188.415,38386.428,27254.136,92828.97899999999
2022-03-21,29099.124,42587.775,30153.957,101840.856
2022-03-22,30993.816,50274.231,34873.193999999996,116141.241
2022-03-23,31549.926,50724.812999999995,33031.218,115305.957
2022-03-24,30898.592999999997,52192.581,32957.996999999996,116049.171
2022-03-25,31107.968999999997,51868.134,33387.555,116363.658
2022-03-26,28595.337,44614.397999999994,30023.613,103233.348
2022-03-27,27824.652,38447.195999999996,25906.482,92178.33
2022-03-28,26728.05,47558.472,30908.733,105195.255
2022-03-29,28869.449999999997,48431.466,30862.407,108163.323
2022-03-30,32488.835999999996,53298.731999999996,35088.077999999994,120875.646
2022-03-31,30692.013,51430.878,33560.88,115683.771
2022-04-01,31152.767999999996,52414.866,33657.981,117225.61499999999
2022-04-02,31304.457,48135.651,31572.950999999997,111013.059
2022-04-03,28725.597,40189.074,27917.799,96832.47
2022-04-04,27990.477,48537.393,31428.93,107956.8
2022-04-05,30183.552,49183.791,31710.786,111078.129
2022-04-06,30310.119,52306.431000000004,34026.288,116642.838
2022-04-07,30263.595,50237.133,32586.125999999997,113086.85399999999
2022-04-08,31447.193999999996,51699.03,33341.583,116487.807
2022-04-09,31402.422,47628.678,32236.5,111267.59999999999
2022-04-10,29483.511,41481.384,29081.28,100046.17499999999
2022-04-11,29510.235,51036.638999999996,33569.568,114116.442
2022-04-12,30274.26,49001.975999999995,33603.134999999995,112879.371
2022-04-13,30325.458,48267.140999999996,32274.513,110867.112
2022-04-14,28694.676,39077.975999999995,27326.211,95098.863
2022-04-15,24243.885,32509.104,24302.504999999997,81055.49399999999
2022-04-16,24046.056,37670.652,25586.841,87303.549
2022-04-17,23555.289,34130.7,24582.899999999998,82268.889
2022-04-18,25597.476,49410.051,31224.894,106232.421
2022-04-19,30171.786,46513.875,32005.482,108691.143
2022-04-20,32722.142999999996,52318.434,35293.388999999996,120333.966
2022-04-21,31419.144,50234.79,32800.188,114454.122
2022-04-22,31124.129999999997,49778.49,32912.268,113814.88799999999
2022-04-23,31884.167999999998,48672.003,31869.218999999997,112425.39
2022-04-24,28009.803,37536.144,24960.993,90506.94
2022-04-25,25543.818,47394.114,31006.721999999998,103944.654
2022-04-26,28832.667,50440.431,32612.324999999997,111885.423
2022-04-27,29803.458,51754.418999999994,34915.092,116472.969
2022-04-28,31251.045,49937.253,33553.521,114741.81899999999
2022-04-29,31508.073,53707.737,33889.386,119105.196
2022-04-30,31738.895999999997,48011.22,31737.69,111487.806
2022-05-01,28462.164,38165.19,26711.25,93338.60399999999
2022-05-02,25707.896999999997,46364.657999999996,31783.98,103856.53499999999
2022-05-03,28477.992,50659.527,33101.816999999995,112239.336
2022-05-04,31497.263999999996,52323.695999999996,33880.460999999996,117701.421
2022-05-05,30947.684999999998,51919.167,32491.194,115358.046
2022-05-06,31160.856,49622.903999999995,31630.617,112414.377
2022-05-07,29200.287,45121.572,29600.535,103922.394
2022-05-08,25958.394,34442.744999999995,23515.947,83917.086
2022-05-09,25071.51,51315.042,32235.657,108622.209
2022-05-10,28510.199999999997,49964.193,32892.006,111366.39899999999
2022-05-11,30236.604,50464.116,33013.188,113713.908
2022-05-12,29939.319,50482.403999999995,32831.051999999996,113252.775
2022-05-13,31038.885,51133.095,33497.507999999994,115669.488
2022-05-14,30926.157,47617.956,31830.021,110374.13399999999
2022-05-15,26876.652,37571.367,26276.511,90724.53
2022-05-16,26558.343,49742.204999999994,31658.535,107959.083
2022-05-17,29722.047,51321.015,31561.815,112604.877
2022-05-18,30501.612,49444.422,31223.226,111169.26
2022-05-19,29965.505999999998,50867.831999999995,32147.240999999998,112980.579
2022-05-20,30692.634,49909.488,32514.621,113116.743
2022-05-21,30022.409999999996,46374.006,30912.963,107309.379
2022-05-22,26166.809999999998,35062.863,25328.195999999996,86557.86899999999
2022-05-23,26543.676,50156.448,30961.317,107661.44099999999
2022-05-24,29458.602,50094.165,32626.908,112179.675
2022-05-25,30934.884,51079.329,32555.208,114569.42099999999
2022-05-26,30906.798,50249.865,32250.93,113407.593
2022-05-27,31699.002,50177.793,31793.327999999998,113670.12299999999
2022-05-28,30340.362,45122.774999999994,29915.67,105378.807
2022-05-29,26004.888,32414.756999999998,23736.939,82156.584
2022-05-30,23425.695,38266.596,26366.922,88059.213
2022-05-31,26344.659,50205.201,31010.778000000002,107560.638
2022-06-01,28047.294,50367.615,31735.689,110150.598
2022-06-02,28946.79,51714.971999999994,32072.877,112734.639
2022-06-03,29705.1,48988.197,31306.527,109999.824
2022-06-04,28848.405,43012.557,29165.295,101026.257
2022-06-05,25491.645,33587.570999999996,23309.694,82388.91
2022-06-06,25130.627999999997,51590.693999999996,32492.529,109213.851
2022-06-07,29326.736999999997,50520.429,31224.816,111071.98199999999
2022-06-08,28492.512,51253.335,32074.631999999998,111820.47899999999
2022-06-09,28887.384,49390.779,31269.699,109547.862
2022-06-10,28157.127,51559.41,32626.002,112342.53899999999
2022-06-11,29414.523,46647.912,30809.913,106872.348
2022-06-12,25569.644999999997,36825.147,25313.118,87707.90999999999
2022-06-13,24793.137,49514.844,31151.4,105459.381
2022-06-14,28855.725,49614.293999999994,31065.399,109535.41799999999
2022-06-15,29096.262,50131.704,31927.551,111155.51699999999
2022-06-16,28788.78,47119.788,29291.52,105200.088
2022-06-17,27557.568,48501.765,32050.53,108109.863
2022-06-18,27885.744,45024.066,29622.002999999997,102531.813
2022-06-19,25347.110999999997,32006.976,22626.6,79980.68699999999
2022-06-20,22851.051,38334.576,26400.72,87586.347
2022-06-21,25683.189,48495.789,31115.619,105294.597
2022-06-22,27784.908,48074.543999999994,30999.129,106858.58099999999
2022-06-23,28445.568,50045.055,31762.325999999997,110252.949
2022-06-24,29307.876,48073.842,31201.617,108583.33499999999
2022-06-25,27291.498,43136.301,30095.208,100523.007
2022-06-26,25149.12,35286.515999999996,24825.572999999997,85261.209
2022-06-27,23069.934,37675.617,26028.770999999997,86774.322
2022-06-28,25274.184,48800.801999999996,31088.990999999998,105163.977
2022-06-29,28460.016,49145.496,31885.077,109490.58899999999
2022-06-30,28880.543999999998,49697.31,31475.699999999997,110053.55399999999
2022-07-01,27359.634,47482.344,32151.978,106993.95599999999
2022-07-02,28827.303,45908.46,31184.157,105919.92
2022-07-03,25927.269,35816.109,24599.583,86342.961
2022-07-04,23407.02,37727.823,26632.692,87767.535
2022-07-05,26154.885,49776.170999999995,30936.911999999997,106867.968
2022-07-06,27321.809999999998,48571.083,31485.642,107378.53499999999
2022-07-07,28171.856999999996,50650.383,32114.270999999997,110936.511
2022-07-08,29159.846999999998,49699.728,31936.307999999997,110795.883
2022-07-09,28205.388,46096.254,31638.573,105940.215
2022-07-10,27177.470999999998,36146.907,25221.114,88545.492
2022-07-11,25410.351,47107.734,31352.255999999998,103870.341
2022-07-12,28584.453,50504.94899999999,31669.71,110759.112
2022-07-13,29287.394999999997,51374.409,32274.158999999996,112935.96299999999
2022-07-14,29108.856,50698.212,32486.208,112293.276
2022-07-15,29908.515,51071.79,32171.535,113151.84
2022-07-16,27764.544,46118.178,29691.636,103574.358
2022-07-17,26279.325,35097.984,24354.903,85732.212
2022-07-18,25453.877999999997,49612.902,31255.845,106322.625
2022-07-19,28864.356,50839.335,31247.442,110951.133
2022-07-20,28136.385,41110.532999999996,27791.201999999997,97038.12
2022-07-21,29307.953999999998,52771.65,32580.519,114660.12299999999
2022-07-22,28195.32,51296.634,32372.391,111864.345
2022-07-23,28296.663,46079.145,30325.238999999998,104701.04699999999
2022-07-24,25626.552,34939.737,24407.652000000002,84973.941
2022-07-25,25863.375,48268.083,30747.416999999998,104878.875
2022-07-26,29245.458,49539.171,31498.451999999997,110283.081
2022-07-27,27746.01,49701.380999999994,30348.219,107795.61
2022-07-28,27951.618,49978.038,31135.661999999997,109065.318
2022-07-29,27678.282,51393.414,32058.087,111129.783
2022-07-30,27609.225,45263.262,32257.296,105129.783
2022-07-31,27242.853,38165.538,25259.628,90668.019
2022-08-01,25753.989,45887.271,31328.1,102969.36
2022-08-02,29092.101,49193.187,30612.824999999997,108898.113
2022-08-03,28942.983,50704.757999999994,32024.786999999997,111672.52799999999
2022-08-04,28708.346999999998,50746.301999999996,32153.064,111607.713
2022-08-05,29269.392,50373.474,32747.217,112390.083
2022-08-06,28373.288999999997,44160.186,29564.445,102097.92
2022-08-07,25346.792999999998,34304.922,24418.803,84070.518
2022-08-08,24943.017,49850.744999999995,32565.267,107359.029
2022-08-09,29636.990999999998,52945.077,31588.485,114170.553
2022-08-10,28261.911,51345.954,33630.354,113238.219
2022-08-11,29960.784,52919.231999999996,33157.437,116037.453
2022-08-12,28317.762000000002,51373.023,30914.349,110605.134
2022-08-13,27855.056999999997,45606.045,30465.701999999997,103926.80399999999
2022-08-14,25825.956,35809.608,24682.587,86318.151
2022-08-15,24601.938,39220.386,26882.103,90704.427
2022-08-16,24897.074999999997,47562.573,31076.025,103535.673
2022-08-17,28371.608999999997,52328.861999999994,32248.884,112949.355
2022-08-18,28330.721999999998,52555.074,34101.216,114987.01199999999
2022-08-19,29949.951,54385.83,34690.617,119026.398
2022-08-20,29887.785,46507.581,31221.392999999996,107616.75899999999
2022-08-21,25892.436,35673.236999999994,24716.436,86282.109
2022-08-22,25701.711,50151.114,31593.369,107446.19399999999
2022-08-23,28780.803,50085.411,32314.191,111180.405
2022-08-24,28885.659,51344.007,33241.491,113471.15699999999
2022-08-25,29956.734,52510.017,33567.852,116034.603
2022-08-26,29984.634,51025.419,32861.589,113871.64199999999
2022-08-27,30193.115999999998,47207.916,32007.416999999998,109408.449
2022-08-28,26644.674,37467.123,26329.179,90440.976
2022-08-29,25495.104,48658.074,31522.790999999997,105675.969
2022-08-30,28657.022999999997,50223.174,32834.015999999996,111714.21299999999
2022-08-31,28557.648,48076.125,32847.483,109481.256
2022-09-01,30279.15,52104.936,33096.248999999996,115480.33499999999
2022-09-02,29190.552,49313.808,32790.549,111294.909
2022-09-03,29575.839,47778.941999999995,30222.39,107577.171
2022-09-04,25601.607,35490.243,24644.085,85735.935
2022-09-05,25608.701999999997,47608.911,31758.105,104975.718
2022-09-06,29929.746,50949.984,32995.583999999995,113875.314
2022-09-07,29997.528,51722.846999999994,32701.677,114422.052
2022-09-08,29605.107,52780.587,33186.912,115572.606
2022-09-09,29190.147,49393.722,31956.732,110540.601
2022-09-10,28763.499,47277.117,30888.048,106928.66399999999
2022-09-11,23961.03,32715.644999999997,26998.356,83675.03099999999
2022-09-12,27475.152000000002,47482.722,32399.859,107357.733
2022-09-13,30027.942,51799.070999999996,33521.04,115348.053
2022-09-14,29566.977,50937.294,34070.955,114575.226
2022-09-15,29550.618,51980.034,34122.816,115653.468
2022-09-16,29771.478,51520.704,32422.343999999997,113714.526
2022-09-17,28241.199,46585.35,30975.203999999998,105801.753
2022-09-18,25549.191,37210.143,25417.41,88176.74399999999
2022-09-19,25029.099000000002,47652.575999999994,31498.317,104179.992
2022-09-20,27621.909,50056.583999999995,32784.284999999996,110462.77799999999
2022-09-21,28703.309999999998,52695.714,34189.08,115588.10399999999
2022-09-22,29840.781,51243.702,32309.61,113394.093
2022-09-23,28823.97,52144.935,33148.712999999996,114117.618
2022-09-24,29636.900999999998,47694.405,31131.585,108462.891
2022-09-25,25572.531,36798.852,25472.799,87844.182
2022-09-26,25290.354,51146.13,31854.518999999997,108291.003
2022-09-27,28052.163,48925.191,31639.32,108616.674
2022-09-28,29178.075,51893.282999999996,31734.002999999997,112805.36099999999
2022-09-29,28203.182999999997,51778.316999999995,32173.218,112154.718
2022-09-30,28528.400999999998,50482.106999999996,32949.672,111960.18
2022-10-01,28677.852,45240.587999999996,29975.537999999997,103893.97799999999
2022-10-02,25157.898,34484.46,24048.443999999996,83690.802
2022-10-03,24963.326999999997,49400.001,30988.946999999996,105352.275
2022-10-04,28882.392,50873.888999999996,31563.429,111319.70999999999
2022-10-05,28805.309999999998,51324.009,32136.809999999998,112266.129
2022-10-06,28874.091,48843.201,32560.965,110278.257
2022-10-07,28840.974000000002,50024.115,32388.006,111253.095
2022-10-08,28650.354,45744.012,30430.299,104824.665
2022-10-09,24519.834,33537.63,23385.012,81442.476
2022-10-10,24521.004,48882.387,32740.002,106143.393
2022-10-11,28382.553,50981.441999999995,31927.112999999998,111291.108
2022-10-12,28598.694,49763.484,31679.463,110041.641
2022-10-13,28561.689,49299.324,33789.068999999996,111650.082
2022-10-14,29986.521,51251.415,32351.964,113589.9
2022-10-15,29154.672,46167.852,30862.554,106185.078
2022-10-16,26360.862,37055.477999999996,24742.097999999998,88158.438
2022-10-17,23554.677,37286.841,25175.951999999997,86017.47
2022-10-18,24826.17,46549.161,28993.014,100368.345
2022-10-19,27799.917,50443.365,32435.217,110678.499
2022-10-20,28997.082,48891.051,31606.248,109494.381
2022-10-21,28360.653,49771.14,33777.858,111909.651
2022-10-22,28329.701999999997,45231.735,30102.762,103664.199
2022-10-23,24376.611,33805.371,23710.011,81891.993
2022-10-24,23785.284,48226.236,31131.867,103143.387
2022-10-25,27945.729,48186.93,30815.774999999998,106948.434
2022-10-26,27584.202,48593.493,31365.998999999996,107543.694
2022-10-27,28658.172,48237.651,31506.573,108402.396
2022-10-28,28827.051,47067.729,31585.371,107480.151
2022-10-29,27567.78,43942.935,29668.353,101179.068
2022-10-30,24916.374,36167.600999999995,25120.317,86204.292
2022-10-31,23819.612999999998,48259.835999999996,31178.949,103258.398
2022-11-01,28706.066999999995,49667.318999999996,31837.977,110211.363
2022-11-02,28564.644,50563.182,31951.574999999997,111079.401
2022-11-03,28766.784,50510.337,33106.977,112384.098
2022-11-04,29029.53,50741.007,33556.848,113327.385
2022-11-05,29354.406,46036.038,30702.09,106092.534
2022-11-06,22789.269,31174.284,22973.432999999997,76936.986
2022-11-07,22444.62,36681.782999999996,26713.112999999998,85839.516
2022-11-08,25718.97,48406.56,31556.754,105682.284
2022-11-09,27961.512,50204.159999999996,32150.688,110316.36
2022-11-10,28178.363999999998,50425.413,30841.377,109445.154
2022-11-11,27115.509,48970.587,32353.332,108439.428
2022-11-12,27656.579999999998,45985.416,30802.382999999998,104444.379
2022-11-13,24746.124,35061.189,25211.874,85019.18699999999
2022-11-14,24291.279000000002,38867.07,28591.356,91749.705
2022-11-15,27940.431,48595.956,32230.92,108767.307
2022-11-16,29919.468,50553.291,33663.012,114135.771
2022-11-17,30487.851,49505.534999999996,33130.14,113123.526
2022-11-18,28987.962,48723.477,32491.176,110202.61499999999
2022-11-19,29226.095999999998,46168.526999999995,31633.773,107028.396
2022-11-20,27103.934999999998,35592.453,25685.427,88381.815
2022-11-21,26399.439,49931.466,31934.961,108265.866
2022-11-22,31489.515,52662.941999999995,34629.015,118781.472
2022-11-23,30785.169,53507.960999999996,34295.541,118588.671
2022-11-24,29835.072,51191.772,32264.889,113291.733
2022-11-25,29829.402000000002,51363.140999999996,33745.011,114937.55399999999
2022-11-26,29939.411999999997,45598.820999999996,29684.259,105222.492
2022-11-27,23248.413,33992.811,24814.944,82056.168
2022-11-28,24346.212,47254.293,30545.396999999997,102145.90199999999
2022-11-29,27650.525999999998,48318.738,30440.525999999998,106409.79
2022-11-30,25890.75,45554.184,30623.229,102068.163
2022-12-01,29186.841,48352.496999999996,30154.8,107694.13799999999
2022-12-02,28275.819,49931.949,31564.245,109772.01299999999
2022-12-03,27974.318999999996,46687.272,31764.662999999997,106426.25399999999
2022-12-04,27352.431,39222.710999999996,26600.172,93175.314
2022-12-05,24278.778,44926.191,30549.048,99754.01699999999
2022-12-06,27546.684,48610.86,32504.7,108662.24399999999
2022-12-07,28014.365999999998,47712.05099999999,30218.907,105945.324
2022-12-08,24282.801,36676.337999999996,25417.278,86376.417
2022-12-09,25779.506999999998,48106.485,32351.604,106237.59599999999
2022-12-10,29166.384,45183.633,31457.789999999997,105807.807
2022-12-11,24161.615999999998,33378.864,24011.892,81552.372
2022-12-12,23815.788,44958.46799999999,30371.828999999998,99146.08499999999
2022-12-13,26443.881,47652.756,31189.769999999997,105286.40699999999
2022-12-14,27349.059,47938.115999999995,30178.746,105465.921
2022-12-15,27818.841,49335.243,31914.506999999998,109068.591
2022-12-16,27792.447,48337.092,31467.342,107596.881
2022-12-17,27328.956,44257.242,30992.232,102578.43
2022-12-18,25651.833,37093.65,26601.449999999997,89346.93299999999
2022-12-19,24721.482,45919.599,31616.846999999998,102257.928
2022-12-20,27508.194,48061.83,33073.209,108643.233
2022-12-21,28296.573,47063.651999999995,32920.398,108280.62299999999
2022-12-22,28177.977,49344.945,32321.103,109844.025
2022-12-23,26570.466,44139.765,29161.485,99871.716
2022-12-24,24625.083,35408.703,23355.167999999998,83388.954
2022-12-25,20189.787,25757.538,21272.37,67219.69499999999
2022-12-26,21282.207,41671.53,29599.317,92553.054
2022-12-27,25389.041999999998,42476.709,29883.939,97749.69
2022-12-28,26168.522999999997,45625.032,32005.593,103799.148
2022-12-29,27113.55,44272.335,30536.217,101922.102
2022-12-30,26466.423,42329.564999999995,29099.337,97895.325
2022-12-31,25679.421,34495.272,23428.416,83603.109
2023-01-01,20529.693,25090.674,20462.673,66083.04
2023-01-02,21120.740999999998,35893.353,25029.002999999997,82043.097
2023-01-03,23141.915999999997,38164.206,26265.873,87571.995
2023-01-04,22634.208,39518.547,27941.628,90094.383
2023-01-05,27563.388,45755.945999999996,31312.646999999997,104631.981
2023-01-06,29911.125,49241.615999999995,33379.437,112532.178
2023-01-07,30331.29,45758.613,31814.031,107903.934
2023-01-08,30411.123,38335.287,27614.360999999997,96360.771
2023-01-09,24810.135,38358.021,28272.51,91440.666
2023-01-10,27243.017999999996,46275.890999999996,31049.175,104568.084
2023-01-11,29452.068,48766.149,33920.472,112138.689
2023-01-12,32911.92,52128.318,34907.205,119947.443
2023-01-13,33445.623,53376.054,32108.411999999997,118930.08899999999
2023-01-14,33511.224,48920.354999999996,34790.327999999994,117221.90699999999
2023-01-15,29900.943,38964.546,29336.810999999998,98202.3
2023-01-16,29665.152000000002,50051.066999999995,34169.259,113885.47799999999
2023-01-17,32424.470999999998,52942.662,35275.172999999995,120642.306
2023-01-18,32776.902,53015.534999999996,35767.62,121560.057
2023-01-19,32536.949999999997,52259.787,37038.356999999996,121835.094
2023-01-20,34206.879,53076.906,37228.578,124512.363
2023-01-21,33557.322,50146.581,35386.566,119090.469
2023-01-22,30602.622,40379.076,29720.219999999998,100701.91799999999
2023-01-23,29196.185999999998,52991.295,36726.222,118913.703
2023-01-24,32808.659999999996,53667.312,35297.967,121773.939
2023-01-25,32482.361999999997,53344.596,35557.83,121384.788
2023-01-26,32676.207,54165.261,36411.057,123252.525
2023-01-27,33353.589,53585.43,36713.526,123652.545
2023-01-28,32686.697999999997,48021.509999999995,34516.38,115224.58799999999
2023-01-29,30748.065,37370.778,28437.534,96556.377
2023-01-30,28241.252999999997,54355.308,36297.045,118893.606
2023-01-31,32615.607,52095.069,36041.307,120751.983
2023-02-01,32492.283,53119.86,37347.81,122959.953
2023-02-02,33178.494,54503.13,36120.255,123801.879
2023-02-03,33472.115999999995,54329.364,37747.827,125549.307
2023-02-04,34269.84,50341.716,36013.880999999994,120625.43699999999
2023-02-05,31087.613999999998,38866.191,27668.022,97621.82699999999
2023-02-06,28392.924,54490.173,36469.509,119352.606
2023-02-07,33865.971,54212.903999999995,36214.056,124292.931
2023-02-08,33213.084,54700.422,36014.655,123928.161
2023-02-09,33368.412,54929.226,35937.653999999995,124235.292
2023-02-10,34297.119,56927.445,38392.416,129616.98
2023-02-11,36526.926,51647.88,35987.085,124161.89099999999
2023-02-12,29023.635,36854.076,28489.803,94367.514
2023-02-13,29001.195,56804.289,37192.644,122998.128
2023-02-14,33914.729999999996,54345.93,37148.744999999995,125409.405
2023-02-15,35175.657,56069.037,37777.359,129022.053
2023-02-16,37014.948,55487.508,36689.127,129191.583
2023-02-17,34067.322,53462.901,36881.997,124412.22
2023-02-18,34714.575,50124.315,35000.570999999996,119839.461
2023-02-19,30583.428,37485.384,28149.020999999997,96217.833
2023-02-20,28226.259,51380.051999999996,36147.495,115753.806
2023-02-21,34607.816999999995,55972.659,34878.057,125458.533
2023-02-22,33142.215,52343.391,35773.098,121258.704
2023-02-23,33784.490999999995,54301.701,37319.655,125405.847
2023-02-24,33929.907,54682.157999999996,37158.825,125770.89
2023-02-25,35313.894,51897.812999999995,37340.600999999995,124552.30799999999
2023-02-26,32311.692,41123.133,31259.612999999998,104694.438
2023-02-27,30535.466999999997,53063.744999999995,37844.960999999996,121444.173
2023-02-28,34850.487,55260.93,38120.628,128232.045
2023-03-01,33706.38,57368.837999999996,38195.916,129271.13399999999
2023-03-02,35098.640999999996,54773.613,37519.034999999996,127391.28899999999
2023-03-03,34728.603,55731.432,37354.179,127814.21399999999
2023-03-04,33692.990999999995,50699.319,36201.024,120593.334
2023-03-05,31672.284,39983.307,27334.338,98989.929
2023-03-06,28530.162,52819.554000000004,37701.504,119051.22
2023-03-07,34047.39,54771.555,36601.224,125420.169
2023-03-08,32550.591,52107.24,34859.001,119516.832
2023-03-09,32432.795999999995,49972.943999999996,33034.11,115439.84999999999
2023-03-10,31427.79,50023.437,34156.323,115607.54999999999
2023-03-11,34639.761,49638.219,35096.07,119374.04999999999
2023-03-12,31662.051,39338.888999999996,27395.240999999998,98396.181
2023-03-13,27140.523,51009.054,34592.271,112741.848
2023-03-14,32147.91,51933.966,34172.265,118254.141
2023-03-15,30666.038999999997,51456.939,35729.805,117852.783
2023-03-16,32859.234,52915.608,34200.996,119975.83799999999
2023-03-17,32060.121,48945.176999999996,33146.682,114151.98
2023-03-18,31946.313,48565.293,33893.04,114404.646
2023-03-19,30767.958,35540.163,27457.566,93765.68699999999
2023-03-20,24544.242,35742.524999999994,27356.108999999997,87642.87599999999
2023-03-21,27985.203,52272.174,35978.412,116235.789
2023-03-22,32792.826,54175.884,35549.424,122518.13399999999
2023-03-23,33074.721,53785.533,36926.775,123787.029
2023-03-24,34434.227999999996,55487.787,37684.506,127606.521
2023-03-25,34074.84,52152.111,36417.924,122644.875
2023-03-26,31184.568,38184.792,28213.220999999998,97582.58099999999
2023-03-27,29190.816,57500.436,37937.606999999996,124628.859
2023-03-28,33811.119,56206.602,36087.39,126105.11099999999
2023-03-29,32344.032,55051.218,36330.897,123726.147
2023-03-30,32150.462999999996,55715.148,35766.951,123632.56199999999
2023-03-31,33515.748,55294.239,37633.167,126443.154
2023-04-01,31789.358999999997,49098.144,34466.136,115353.639
2023-04-02,29358.573,35416.584,27072.333,91847.48999999999
2023-04-03,27231.102,47787.416999999994,34665.141,109683.65999999999
2023-04-04,32089.515,50856.761999999995,35084.784,118031.06099999999
2023-04-05,32945.079,49757.931,34396.077,117099.087
2023-04-06,29107.602,34855.098,26049.881999999998,90012.582
2023-04-07,23439.489,29934.663,23627.799,77001.951
2023-04-08,24147.177,38599.269,28134.582,90881.02799999999
